,tweet,class
5264,b'Hungary must stick to its guns it is a sad day when sticking to ones guns means simply enforcing the law as proscribed',noHate
5265,"b""That's what I 'm saying , even though they had Stone Age tools they were pretty advanced in their knowledge of plants .""",noHate
5266,"b""People.who.are.aware.of.Oildale , are.often.abit.int imidated.to.come.here , lol ! Yes , It 's.abit.lacking.in .spit & polish.There.appears.to.be.zero.in.the.Code.""",noHate
5267,b'I was brought up to believe that ladies do not use such language',noHate
5268,b'luckily my child goes to a more white school so they do not even teach about this and they are the only school in the county that had school on mlk day .',noHate
5269,"b'YouTube - Chucky cheese Brawl/Fight Yeah , never taking my kids there ... if and when I have kids'",noHate
5270,"b""I'd rule as a black government but would keep the whites around just to keep the place running smooth and efficient .""",noHate
5271,"b'I\'m 6 \' 1 "" , my wife was 5 \' 4 "" , I dunno if that counts as tall vs short .'",noHate
5272,b'This is bull * * * * !',noHate
5273,"b'i was going to say that sod it i will say it any way F .. K you too , and F .. K off .'",noHate
5274,"b""Shockley 's attempts to commercialize a new transistor design in the 1950s and 1960s led to California 's `` Silicon Valley '' becoming a hotbed of electronics innovation .""",noHate
5275,"b""For some reason these immigrants do n't have the same bad attitudes US blacks do .""",noHate
5276,"b""Metal: Honor [ Poland ] , Defensor 14 [ Poland ] , Ekspansja [ Poland ] , Hools Attack [ Poland ] , Kolovrat [ Russia ] , Moscow Band [ Russia ] , Ancestors [ Slovakia ] , Conflict 88 [ Czech ] NSBM : Arkona [ Poland ] , Gontyna Kry [ Poland ] , Inferium [ Poland ] , Kataxu [ Poland ] , Thunderbolt [ Poland ] , Veles [ Poland ] , Wojnar [ Poland ] , Wolf 's Moon [ Poland ] ( vocals by Szczecry of Honor ) , and Woodtemple [ Poland ] I used to download from Kazaa but I got tired of all the adware and viruses I got from there .""",noHate
5277,"b""Maybe those are countries with the top 25 GDP 's ?""",noHate
5278,b'- YouTube Judge with PDX 1 ammo - YouTube Long barrel : 000 Buck is devestating .',noHate
5279,b'Amen .',noHate
5280,b'https : //www.stormfront.org/forum/showthread.php ? t = 253531',noHate
5281,"b'Cool, I have never been in this section that I remember .'",noHate
5282,b'YouTube - Ukraine in WW2',noHate
5283,b'I scored higher than any non-whites too .',noHate
5284,b'The next generation of humanity should thank you for not having been infected with your flawed genetic structure .',hate
5285,b'Opps .',noHate
5286,b'I saw Edwards on some TV show not long ago .',noHate
5287,b'id like kids eventually. but not now. as for your sterlization. that is great. there really is no use for ppl to produce kids if they are wackos. being a nutjob is herditary .',hate
5288,b'its ok sister if you need a help hand you no where to come 88 have a nice White day 88 goldeboy 88',noHate
5289,b'It is amazing what they accomplished back then without the distractions and crappy public schools .',noHate
5290,b'I know much about that event because I was in that crowd that day in 2010 .',noHate
5291,b'Lesson of Haiti - William Luther Pierce - YouTube',noHate
5292,b'com/watch ? v = kBD6Gm6VoDM Then watch 8 min. Obama at AIPAC @ youtube .',noHate
5293,b'Go see you tube video about Z-Backscatter Vans too .',noHate
5294,"b""Tell them we 'll legalize drugs and pedophilia .""",hate
5295,"b""I 'm surprised they 're not holding the gun back to front .""",hate
5296,b'Baby steps .',noHate
5297,b'These disgusting perverted white men are no different than the white women who have sex with black men just because they have a bigger penis .',hate
5298,"b'You now have a new friend from Pembroke Pines , Florida .'",noHate
5299,b'Watching out for Anti-Whites if you have info on Anti-Whites send it to this site I am sure there are lots of you out there with info on Anti Whites so send it in .',noHate
5300,b'Taking it to the authorities is the worst thing you can do .',noHate
5301,"b""i didnt say they 'd run but race mixing will eventually take over and america will be majority black or mixed race , whites will be in the minority except for in certain republican nationalist areas""",noHate
5302,b'I have no idea of how many might be here .',noHate
5303,b'Conservative and white .',noHate
5304,"b""Clemente 's friend , told detectives the couple had broken up about two weeks ago and Demps had moved out of the house .""",noHate
5305,"b'Reflections on the 1970s Image Credit & Copyright : Jimmy Walker Explanation : The 1970s are sometimes ignored by astronomers , like this beautiful grouping of reflection nebulae in Orion - NGC 1977 , NGC 1975 , and NGC 1973 - usually overlooked in favor of the substantial glow from the nearby stellar nursery better known as the Orion Nebula .'",noHate
5306,"b""It has happened up to the late 90 's with Hong Kong .""",noHate
5307,"b""1900 's i mean""",noHate
5308,b'I knew a girl in school who went out with one .',noHate
5309,"b""They do n't need evidence .""",noHate
5310,b'At the beginning of the movie they show that huge group mating scene where they line up the men and women .',noHate
5311,b'More black-on-white crime : YouTube - Black Students Attack White Man For Eating Dinner With Black Man YouTube - Black Attack On White Hopkins Researcher Planned',noHate
5312,"b""It's funny how our languages are similar .""",noHate
5313,b'The lemmings have become so used to having a different color ribbon for different causes .',noHate
5314,b'More double standards .',noHate
5315,"b'False, Scotland is almost as bad as England and Scottish females have an obsession with negro males , well the ones i know do anyway .'",noHate
5316,"b""Neanderthals are classified either as a human species or a human subspecies based upon which scientist you 're talking to .""",noHate
5317,"b""Damn , I 'm cool .""",noHate
5318,"b""Last night all the Suckers we passed out to the wonderful little white children had a small banner attached to the stick saying `` White pride '' .""",noHate
5319,b'WHITE guy murders asian student days before her wedding .',noHate
5320,"b""Let's hope the nearly all-White Gold Medal US Women 's Soccer team gets into the spirit too .""",noHate
5321,"b""We 're also looking for people to sign our petition and give their opinions on the topic .""",noHate
5322,b'There have been court cases for asylum by white South Africans in Canada that the South African government has spent millions fighting ... though they have not spent a cent on the 300 asylum applications by blacks in the US ...',noHate
5323,b'Thank you for everything ...',noHate
5324,"b'Dot , dot , dot . ""'",noHate
5325,"b""I honestly believe that folks are S L O W L Y getting wise , and fed up with this `` sea hags '' crap .""",noHate
5326,b'man i always have a hard time when ever i try to make a website too much stuff to do i get confused well anyway id really like to see that website whenever you get finished with it Heil Hitler',noHate
5327,"b""The boy was so traumatized he did n't want to go back to school .""",noHate
5328,"b""Considering this is stormfront I 'd say we are all in agreement that we highly prefer white children to anything else ....""",noHate
5329,b'This is just the tip of the iceberg .',noHate
5330,b'https : //www.youtube.com/watch ? v = 3rnRPhEwELo & index = 2 & list = FL3k6cf7xGPKJ02hiGVCjfCQ',noHate
5331,b'Sure sun media sucks off Israel but they are also the only Media that is willing to tell the truth about the dangers of Islam and call Natives on their B.S.',noHate
5332,b'Voice my opinions without riding the coat tails of others .',noHate
5333,b'There are tons of threads and posts about Home Schooling on SF .',noHate
5334,b'David ( SS )',noHate
5335,b'I guess Mr. Pena forgot about the black speed skater who won the gold and is being glorified on NBC every 5 minutes .',noHate
5336,b'I had a black tell me once that nothing scares a black more than a white man and his big dog .',noHate
5337,"b'Unfortunately , we missed out last year but this year s occasion will definitely make up for it .'",noHate
5338,"b""Ive never done it but heard its a great way to meet people ... although Anglin is n't my favoriate `` white nationalist '' ...""",noHate
5339,"b""YouTube - Dr William Pierce discusses `` Haiti '' YouTube - Dr William Pierce discusses `` liberals '' YouTube - Odysseus ' Way by Dr. William Pierce YouTube - Dr William Pierce discusses `` black inventions ''""",noHate
5340,"b""OK I get you dont like to talk bad about the jew. btw I said Kapo 's""",noHate
5341,"b""I was very inspired by Moran 's writing .""",noHate
5342,b'I am happy to be a part of it and my girls cannot wait to get started !',noHate
5343,b'The R\xc3\xbcbenach and Rodendorf families. .',noHate
5344,b'No one is here to try to convert anyone .',noHate
5345,"b""Sean,welcome to our hate community r u from new york city ? if so i 'm sure u have some stories or racial issues .""",noHate
5346,"b""Oh I 'm not worried about it .""",noHate
5347,b'There is also an entire forum dedicated to this concept as well at the F & F Forum www.folkandfaith.com/invisionboard US & European Alternatives Regards - FNF !',noHate
5348,b'Keep your eyes open at all times for fallen powerlines .',noHate
5349,b'http://www.getmycountryback.com',noHate
5350,b'You will find several compatriots there .',noHate
5351,b'I would expect more minute particles of aluminum to be left behind in your firearm in comparison to brass .',noHate
5352,b'I believe it started to become cooler not long after they arrived but the Nordic settlement was in fact expanding ( to the north ) until they encountered the Inuits .',noHate
5353,b'I would think that European nationalist organizations would be easier to create than American nationalist organizations .',noHate
5354,"b""I'm not sure what sort of information you 're seeking but I recently found a number of Blacks who have been convicted for knowingly transmitting HIV/AIDS : Kouassi Adaye http://news.bbc.co.uk/2/hi/uk_news/e...de/3389735.stmJohnsonAzigahttp://en.wikipedia.org/wiki/Johnson_AzigaStanislasKanengele-Yondohttp://en.wikipedia.org/wiki/Stanislas_Kanengele-YondjoTrevisSmithhttp://en.wikipedia.org/wiki/Trevis_SmithAdrienSylverNduwayohttp://www.thenownews.com/issues06/0...031206nn2.htmlWillieAtkinshttp://www.dallasnews.com/sharedcont....32a4d9fd.htmlNushawnWilliamshttp://en.wikipedia.org/wiki/Nushawn_WilliamsSimonMolhttp://en.wikipedia.org/wiki/Simon_MolEversonBandahttp://www.dailymail.co.uk/pages/liv...=5&expand=truePeterMwaihttp://www.crime.co.nz/c-files.asp?ID=36WilliamKaranjahttp://www.amren.com/mtnews/archives...n_rapist_j.phpLinkoyMuhurihttp://news.bbc.co.uk/2/hi/uk_news/e...on/3256352.stmMohammedDicahttp://news.bbc.co.uk/2/hi/uk_news/e...on/3190626.stmFestonKonzanihttp://news.bbc.co.uk/2/hi/uk_news/e...es/4267433.stmGabrielVengesaihttp://www.dailymail.co.uk/pages/liv ... n _ page _ id = 1770""",hate
5355,b'I have to say I was shocked when he said the kids at his ( Junior ) school spoke 31 different languages and teachers have had to devise a system of hand signals to communicate !',noHate
5356,b'Yeah.',noHate
5357,b'Thank you for posting your story .',noHate
5358,b'Steel casing have to be harder on the gun .',noHate
5359,b'im from nepa not looking for a relationship just someone to talk to my brother goes to ps in state college so im down there quite often xxboobearxx@aol.com',noHate
5360,b'88',noHate
5361,"b""You 're treading on very thin ice , jimmy .""",noHate
5362,b'MUCH NICER down here. e mail me sometime',noHate
5363,"b""I've just been reading through quite a few of them and I 'm pleased to say there seems to be quite a degree of support .""",noHate
5364,b'No more about this in this thread please .',noHate
5365,b'I think the final bills should be online at least a month before they are scheduled for a vote .',noHate
5366,b'Are you often sometimes jealous of other people and wish to have their life style even if it meant switching to a different race ?',noHate
5367,b'I would like to find the where the document came from and when it was first published thank you for your reply .',noHate
5368,b'How is it possible for someone to construe my post in this way ?',noHate
5369,"b""Here is Peroutka 's latest on Jerry Falwells blind support of Bush .""",noHate
5370,"b""I 've only recently came to new conclusions ; or found old ones .""",noHate
5371,"b'So , TALK TO ME !!'",noHate
5372,"b""Trudeau is the white Obama as he does n't care about the people of Canada but all the third world crap he 's allowing into Canada""",hate
5373,"b'Welcome to the board , Mr. Roper .'",noHate
5374,b'I wish more mods saw it the way you did so that my friend Lycurgus might one day find himself unmoderated .',noHate
5375,b'From David Pringle For folks who have questions about the National Alliance or would just like to listen this is your chance .',noHate
5376,b'i did a homeschooling thing where i saw a teacher once a week and she failed me just because of my views. id do the assignment exactly right and the highest i ever got was a c',noHate
5377,"b""In light of who `` brings it up '' I would imagine that , like all their other claims and accusations , this is wildly exaggerated .""",noHate
5378,b'I would like to thank Theodoric for the very nice Stormfront banner he put up regarding these murders and this distribution .',noHate
5379,"b""My buddy 's boat .""",noHate
5380,b'This is a struggle you will have to make your self .',noHate
5381,"b'I really have given no thought to changing eye or hair color , so it really does not matter to moi .'",noHate
5382,b'Great idea will see how that goes for crime stats',noHate
5383,"b'I have multiple sources of spark in my kit - stormproof matches , plain matchs , magnesium / steel .'",noHate
5384,"b'There is quite a bit of white kids like me , but the keep it underwraps not to cause any trouble .'",noHate
5385,"b'The word problems that used to motivate the teaching of high school and college algebra ( simple , simultaneous , and quadratic equations ) disappeared from the syllabus decades ago .'",noHate
5386,b'A dog collar on a toddler .....',noHate
5387,b'His style of posting is unique and unappreciated .',noHate
5388,"b'He was also charged with burglary , larceny and possession of stolen property .'",noHate
5389,b'Yea like the resistance the Christian Churches put up against the communists right ?',noHate
5390,b'Lass',noHate
5391,b'Thank you ... i hope thay you all injojed in last passed football match Croatia-England ... we wasnt so much amused by losing the match ...',noHate
5392,"b""Here is Yale YouTube - YaleCourses 's Channel There are a number of other major Universities with lectures posted as well .""",noHate
5393,b'Fyromia - Encyclopedia Dramatica Greece - Encyclopedia Dramatica Bulgaria - Encyclopedia Dramatica',noHate
5394,"b""drinking does ease the sorrow of a lonely life .. it 's so tempting to just go out and get drunk , and laid like i did in my youth .. but i have n't got the energy for it anymore .. more likely to lie in bed and cry until it 's time to go work .. still hoping life gets better than this : drink 2508""",noHate
5395,b'He suspected of taking a crap high atop the empire state building a few years ago right out in the open with people walking around ..',noHate
5396,b'88 In the end is victory',noHate
5397,b'The 19-year-old had beaten two elderly Long Beach women to death and raped one with a wine bottle .',noHate
5398,b'- YouTube',noHate
5399,b'Absolutely.',noHate
5400,b'Woman pulls pistol on loud mouth girl - YouTube',noHate
5401,"b'Lift weights , eat a lot of meat , train BJJ/Muay Thai .'",noHate
5402,"b'John Joy Tree , I agree with a lot of what you say but I have a few objections .'",noHate
5403,b'All lovely white ladies are welcome to chat with me .',noHate
5404,b'Move the fight over to the other thread .',noHate
5405,b'Oh my god .',noHate
5406,b'If I was back home the only reason I would go was to meet up with some of you guys for lunch or something .',noHate
5407,b'YouTube - Grandson attacks and rapes 87-Year-Old bed-ridden amputee Grandmother YouTube - Police are looking for Flash Mob of black Teens who Robbed Dupont Circle Store .',noHate
5408,b'I was really worried about this one because I thought a bunch of groids were going to hop out of the cars signifying the town to get so excited and the women to remove clothing ....',hate
5409,b'It is hate if we disagree with this ethnic scum and no hate crime if they attack us .',hate
5410,"b""But `` Radio Shanson '' somehow poisoned the minds of almost all `` marshrutka '' drivers in all big Russian cities .""",noHate
5411,"b'nah man , for me its enough .'",noHate
5412,"b""The above poster is correct when we stop supporting then they 're in terrible danger .""",noHate
5413,b'A Male Patient May Have Just Brought Ebola To New York City From West Africa A Male Patient May Have Just Brought Ebola To New York City From West Africa',noHate
5414,b'Thank all you noble racialists .',noHate
5415,b'New Supreme Court Justice Lord Dyson JC Article .',noHate
5416,b'white single girl looking for a guy within the state of California ( hopfully someone near or in the city of Los Angeles ) .',noHate
5417,"b""The WACPG 's focus is to shed light on how backwards we have become over affirmative action and allowing black established programs to grow and prosper while closing anything that benefits White Americans .""",noHate
5418,b'The fact is immoral and irresponsible parents will influence children to be immoral and irresponsible .',noHate
5419,b'When I look at pictures that puts all clear to me ...',noHate
5420,b'Do you mean ......',noHate
5421,b'Always see the enemy as the hole in the roof that made the mess .',noHate
5422,b'I know the Knights Party goes along the line of White separatist and Black separatist and in a peaceful manner .',noHate
5423,b'Because they a vile plague on all of mankind that no one really likes .',hate
5424,b'Bye .',noHate
5425,b'- Karl',noHate
5426,b'I utterly want to vomit after watching this disgusting pro invasion of White countries ad .',noHate
5427,"b""May all these victims of the `` war on whites '' rest in peace .""",noHate
5428,"b""Because you support an ideology which imposes it 's will on other people , and then you attack those people for merely resisting their own genocide""",noHate
5429,b'That little one is adorable !',noHate
5430,b'So then what caused the booms and busts BEFORE the FED was put into place and we had a bimetallic based money ?',noHate
5431,"b'Well, the entire world is being brain-washed by Judeo-American films , today everyone has a Jew in every corner of your house .'",hate
5432,b'It was FREE ...',noHate
5433,"b""I 'm too close to the left coast .""",noHate
5434,"b""I'm looking for any white females in the fort hood area to talk to .""",noHate
5435,"b""The British Protestants built strange communities in Northern Ireland , and the Irish Catholics said : `` What is happening here ? ''""",noHate
5436,"b""The next time I see her on TV3 bitching about the latest immigrant gripe i 'll * * * * ing die !""",noHate
5437,"b'Knife, first aid kit , emergency blanket , pancho , lighter , flares , permanent marker , car cell phone charger , pocket mirror , compass .....'",noHate
5438,"b""Verl : Rechts-Rocker lebt b\xc3\xbcrgerlich in Verl | Neue Westf\xc3\xa4lische , Nachrichten aus Ostwestfalen-Lippe , Bielefeld , G\xc3\xbctersloh , Herford , Paderborn , H\xc3\xb6xter , Warburg , News , Meldungen , Informationen - Neue Westf\xc3\xa4lische - Verl For days over Yule , the Zionist controlled press and Antifa scum have been laying siege to Marco from Sleipnir 's family home .""",hate
5439,b'Erica',noHate
5440,"b""If there are , they hide or do n't know Stormfront .""",noHate
5441,"b'I am not a skin , and I wore a suit at the rally .'",noHate
5442,b'Another regional administration was capture - Vinnytsya. ?????????? ?????????? ???????',noHate
5443,"b""I 'm very grateful for all help .""",noHate
5444,"b""It's quite clear you have no argument so you 're now trying to get me to bite with your Jewish nonsense .""",noHate
5445,"b""I 'll PM our address and his name , so they can get started .""",noHate
5446,b'YouTube - Blacks Attack White Man On Subway YouTube - White Girl Beaten On A Bus By Blacks YouTube - Black gang attack-Tottenham High Road N1 .',noHate
5447,"b'Hey, that sounds like one of the best reasons to quit drinking I have heard in a while .'",noHate
5448,b'What educational goals or philosophies influence what curricula you pick ?',noHate
5449,b'Cool site !',noHate
5450,b'https : //www.stormfront.org/forum/show ... threadid = 75315',noHate
5451,"b'Ive never liked rap , or to be closely associated with blacks in any way .'",noHate
5452,"b'It is a silly video , but it highlights the nonsensical world in which Jesus lived and the world Jesus was instrumental in changing .'",noHate
5453,"b""I considered it being `` ethnically cleansed '' from my childhood home""",hate
5454,"b'If you have a link , send it and perhaps we can figure it out based on context .'",noHate
5455,"b""If you really want to change that bad grammar habit , simply practice at home ( or in your work cubicle ) - say out loud `` would have '' , `` should have '' , `` could have '' 100 times a day for each phrase ( yes for a total of 300 times per day ) until it is part of your normal everyday speech .""",noHate
5456,"b""It 's nice to see other people here in this section that lean towards the old Pagan beliefs too .""",noHate
5457,"b""They may be on to something Gay Men Will Marry Your Girlfriends - YouTube P.S. Please do n't bite my head off , this is mostly for entertainment purposes .""",noHate
5458,"b'they played this on fox news today.said she went ape schmidt , no pun intended , because they had no baffrooms.fox news sucks but at least people get a couple seconds of real news ......... secondly , ive never heard of a sheboon before.a new specie , from the chimpout family ?'",hate
5459,"b'Sept 26-28 & Oct 3-5 , 2013 The Great Northwest Oktoberfest - Pioneer Little Europe Community Information & Discussion The Great Northwest Oktoberfest - Pioneer Little Europe Community Information & Discussion'",noHate
5460,b'I wonder if he spends a lot of time trying to figure out how he got confined to the Open Forums .',noHate
5461,b'Learning how to find good TV shows online and watch what I want when I want has tripled my quality of life .',noHate
5462,b'Ka-Boooom !!!',noHate
5463,b'I have never been called a Nazi before .',noHate
5464,b'Hail The Imperium !',noHate
5465,b'Nope prisoner means that you belive in wp and try to dress as much like one but cannot due to parents or your job .',noHate
5466,"b'Hilarious bit of irony there , seeing as many whites had blacks do all the hard stuff for them for the first hundred years of the US or so , for FREE .'",noHate
5467,b'14/88 .',noHate
5468,b'This is rattle snake territory .',noHate
5469,b'Here is her Wiki ...',noHate
5470,"b""hello, lisa ; i 's be de man yo ' am lookin ' fo ' . i 's got fo ' teef in mah haid an ' i 's be black lack a bowlin ' ball wif a nice shiny color. i 's got no job but mebbe yo ' kin git one fo ' yo ` f ? i 's be up in hollum ... wif lub an ' kisses. lub rastus hahaha ... sorry , lisa , could n't resist !""",noHate
5471,"b""I 'll be moving back soon !""",noHate
5472,b'Jesus would be very disappointed in all the so called Christians who are so supportive of Jews .',noHate
5473,"b""Texas is basically it 's own country .""",noHate
5474,"b'This is a video of a band from the Upper Silesian village of Zebowice ( Zembowitz-Fohrendorf ) , it is the town with the highest percentage of Germans in Poland .'",noHate
5475,"b""Hungarian Academy of Sciences - Semmelweis University , Institute of Forensic Medicine , Budapest , Hungary , 1091 E-mail : bujgyo@igaz.sote.hu Hey look it even has same year as Csabi 's hungarian music popularity in Romania , except in my case it has exact source specified with documentation and contact material and is not done by some sensationalist newspaper but by hungarian Universities .""",noHate
5476,b'Normal?',noHate
5477,b'The Fans .',noHate
5478,b'http://kalispell.craigslist.orghttp://www.mountaintrader.com/http://www2.dailyinterlake.com/classifieds/',noHate
5479,b'Seems like our message is getting to the right people .',noHate
5480,"b'I got the message you were trying to get across in your first post , I just felt like messing with you .'",noHate
5481,"b""`` Would you , would you with a goat ? ''""",noHate
5482,b'I assume we have the concept that those who are themselves not in a PLE might be willing to invest in one .',noHate
5483,"b""If it was n't then it meant that those same Celts went through some serious racial degradation before Europeans really started arriving .""",noHate
5484,b'The heart of the sunrise .',noHate
5485,b'A People of strength always Honour their true Heroes .',noHate
5486,"b""They ca n't survive without us , but they do us nothing but harm .""",hate
5487,"b'I mean three or four years older , like 24 or 25 years of age .'",noHate
5488,b'Only scored a 120 .',noHate
5489,b':stupid The liberals and communists of all shades can relax and take it easy .',noHate
5490,b'Do you take weeks off for vacations or trips or just a break ?',noHate
5491,b'Gonna have to do it as soon as I can .',noHate
5492,"b""That 's every groid 's wish anyways .""",hate
5493,b'No wonder this races achieve nothing .',hate
5494,b'I am moving there tomorrow afternoon would love to meet other WP people in the area .',noHate
5495,b'-Yankee Jim',noHate
5496,b'Woman get shot by a unseen shooter probably hide in the building in an attempt to dissuad protester to take this building .',noHate
5497,"b'This flier makes it easier for everyone to get behind our troops , by moving them out of Iraq , and to a location where they will be performing according to the U.S. Constitution .'",noHate
5498,"b'Police confirmed Monday that forensic evidence links Matthew , a University of Virginia Hospital worker , to the disappearance and slaying of 20-year-old Morgan Harrington in October 2009 .'",noHate
5499,b'The two teenagers are charged with assaulting Rose Powell last Wednesday and stealing her car .',noHate
5500,"b""Since they are just little kids i do n't want to be rude , but how ugly is the black kid compared to the others ? it 's not even adorable , it 's kinda scary lol""",hate
5501,"b'But we must need to be able to name these characteristics to have credibility , so we need to collect anthropological and genetic evidence that will prove there is a white race .'",noHate
5502,"b'They mutilate their own , and they do their best to see to it that those whom they see as their goyim slaves are also marked ....'",hate
5503,b'The Pastor is saying the truth !',noHate
5504,b'No dogs ?',noHate
5505,"b'How many white lives would it have saved so far if we had no non whites here , just in the USA and Canada ?'",noHate
5506,"b""You 're nothing but a clown--just like Tricycle Sam .""",noHate
5507,"b""I would love to ask `` whats to concider ?? ''""",noHate
5508,b'The raw footage of these beasts in their moments of candor is so much more revealing and persuasive for helping our fellow white brothers and sisters see the truth than a thousand books could ever be .',hate
5509,b'- YouTube Big Mtn snow makes great dog flips - YouTube New Years Eve Fireworks and Torchlight Parade on Big Mountain - YouTube',noHate
5510,"b""They talk like gangsters - `` yo yo yo '' .""",noHate
5511,b'I agree that this would be amazing !',noHate
5512,"b'Maybe some of us can meet , move in next to or near each other , and start building up White communities and keep it spreading across the country .'",noHate
5513,b'When I saw this thread I was hoping she might actually go against the status quo and adopt a white baby So much for that theory !',noHate
5514,"b'Next the beautiful blonde white mother , grandmother , the 5 kids and an adult black male are sitting around the picnic table .'",noHate
5515,"b""I worked in that McDonald 's when I was 18 years old !""",noHate
5516,b'Thanks !',noHate
5517,"b'Ouuuuuuu , do I hate !'",noHate
5518,b'They bred with inferiors creating these mongrels',hate
5519,"b'The only type of museum a zoo needs , is a museum about animals and nature .'",noHate
5520,b'I have a report somewhere called Allied Intrigue in the Low Countries and I seem to remember understanding a bit more .',noHate
5521,"b'Now , this has an entirely different meaning .'",noHate
5522,"b""Saga is good too , I like any of her stuff that I 've heard , although I hear she is n't too popular with some of the people in the movement in her own country ...""",noHate
5523,b'Had to make it up that is why',noHate
5524,"b'What I do know is that I live on a small Island and it seems that a lot of people from various countries in the world are willing to desert their homelands and their families just to come here , in my mind that tells me a lot about said people and their home countries , most of all it highlights their weaknesses of how their own countries have let them down and how they feel the need to feed off somebody elses country , how should we English interpret this without sounding rude ??? , locust ??? , parasite ??? , you tell me .'",hate
5525,"b'None dare call it White genocide Forward this around to friends and family , spread the word : None dare call it White genocide'",noHate
5526,b'Sorry for watching such a liberal news channel .',noHate
5527,"b""I sure hope you 're right .""",noHate
5528,b'My mother was a teacher and a fair while back thought colored folks were wonderful misunderstood creatures but after teaching a majority non white class for a couple of years she no longer thinks they are all that great',noHate
5529,"b'Karina Sorensen is a member of the Danish Peoples Party , a pro-Danish heritage party .'",noHate
5530,"b""Yes Muslims do breed like vermin , i believe that 's part of their intention to breed out other races in order to make themselves the majority .""",hate
5531,b'How about sticking the word hate on the police report and get the sentence quadrupled ?',noHate
5532,b'I got the book in a box with others for $ 1.00 I never knew anything about free masons until I read this book .',noHate
5533,b'Why do they even have those diversity statistics ?',noHate
5534,"b'Predator Xtreme , August 2015'",noHate
5535,"b""---------------------------------------------------- Please do n't delete this , it is not an attack on Kondor 's Nationality .""",noHate
5536,"b""Im might be a little late on the subject , but i laughed my ass off when i saw the `` Near East '' WTF is that ?!! lol lmao""",noHate
5537,"b'We would go to the range , rifle and pistol , once each week .'",noHate
5538,b'I was just about to say the same as Draiodoir .',noHate
5539,b'Wonderful people and great food !',noHate
5540,b'Everyone in Ireland has a duty to make life as difficult for blacks as possible if our children are too have any kind of future .',hate
5541,b'Liberia Awaits',noHate
5542,b'Hopefully can find work once i am done .',noHate
5543,b'Take a good thing when you see it .',noHate
5544,b'Every white person from Michigan knows that our Detroit negros are the worst in America .',hate
5545,"b'A non-citizen shall have no such rights , but also no such duty .'",noHate
5546,"b""Yes, he has a red Firebird so the wigger 's parents thought he had promise just like all those fictional characters on t.v.""",hate
5547,"b""I've met a few people who I talk to outside of SF , and I consider them to be pretty good friends .""",noHate
5548,b'Great job guys .',noHate
5549,b'Drop me a line .',noHate
5550,b'Aragorn',noHate
5551,b'Roger Waters & Eddie Vedder - Comfortably Numb - 12-12-12 Sandy Relief Concert at MSG - YouTube',noHate
5552,"b'The negro is for White genocide , and I have nothing for the negro , not even sympathy in any way .'",hate
5553,b'Now teachers demand to work just 35 hours a week ... and they even want to be allowed to do five of those at home | Mail Online',noHate
5554,b'The girl is indeed amazing .',noHate
5555,b'And with that I will bid you all good night .',noHate
5556,b'Yeah they did this crap at my school when I was in kindergarten .',noHate
5557,"b""------------------------------------------------------- Arnold R\xc3\xbc\xc3\xbctel , president of Estonia , says his nation is grateful to Icelanders for having the courage of recognizing Estonia 's independance while other countries kept quiet .""",noHate
5558,b'That is the most ridiculous crap I have ever seen anyone type .',noHate
5559,"b""Our smart liberals say that we need thousands of `` high-quality '' non-european immigrants per year , but for what ?""",noHate
5560,b'Reminds me of an old joke .',noHate
5561,"b'if i end up with kids i would prefer to home school them. i worry about it though as i am not very intelligent , nor do i have experience with kids or educating them. i guess i couldnt do much worse than the public schools though. i do have a kind of plan as far as social skills. i would put my kids in sports and classes like gymnastics and karate .'",noHate
5562,b'Looks like some Jews good broken into their car and garage I just had to laugh when saw this .',hate
5563,b'he wrote the truth and you dont know if he is white or not as none knows who post here is a confirmed white .',noHate
5564,b'No .',noHate
5565,b'The gas thing is there so strict on Immigration in China',noHate
5566,b'6. uniforms or no ?',noHate
5567,"b'You are welcome , Ross .'",noHate
5568,b'People in my circle of acquaintances are a bit obsessed with IQ .',noHate
5569,"b'Literally no whites When I lived in Naples when I left it was a lot of non white , but nowhere near like it is now .'",noHate
5570,b'I go ALL out on Halloween .',noHate
5571,b'Another example of affirmative action gone bad !',noHate
5572,"b""And `` it 's because I 've been having trouble with my landlord , dot dot dot . ''""",noHate
5573,b'It got so bad that I literally sat outside with our dog ( he was on a lead ) .',noHate
5574,b'The Belgian school was one hundred percent white .',noHate
5575,b'They are white kids who want to be black .',noHate
5576,b'I put that they were good for White youth .',noHate
5577,"b'I went to school there , and as soon as I was graduated , I left too .'",noHate
5578,b'The only sports I watch are the 99 % white leagues my 6 white grandchildren play in .',noHate
5579,"b""Ca n't wait until tomorrow !""",noHate
5580,b'This fight isnt over yet .',noHate
5581,"b'my kids want to hang around and bring a couple of nigs into the house .if i do.some members of my family will blank me.if i dont allow it. the kids themselves will blank me for a while , so either way i cant win'",noHate
5582,b'Good luck on the magneto-hyperdrive .',noHate
5583,b'im going to be moving from southern california soon to washington and i was wondetring how many people here are in the seattle tacoma area thanks steven',noHate
5584,b'Source',noHate
5585,b'Changing the narrative a little .',noHate
5586,"b""I'll put money on it Amy this is the photo the females hate you are a stunning girl do n't let no1 drag you down .""",noHate
5587,b'Do you post at VNN ?',noHate
5588,"b""I 'm supper happy ur at my school IM NOT ALONE""",noHate
